Title,Artist,Top Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness,Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity Score,Lyrics
Eloise,Barry Ryan,bubblegum pop,1992,131,59,43,-12,36,46,345,22,3,45,"Every night I'm there
I'm always there, she knows I'm there
And heaven knows
I hope she goes

I find it hard to realize
That love was in her eyes
It's dying now
She knows I'm crying now

And every night I'm there
I break my heart to please
Eloise, Eloise

You know I'm on my knees, yeah
I said please
You're all I want, so hear my prayer, my prayer

My Eloise
Is like the stars that please the night
The sun that makes the day
That lights the way

And when that star goes by
I'll hold it in my hands and cry
Her love is mine
My sun will shine
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Harvest Moon,Neil Young,album rock,1992,113,31,65,-12,12,41,303,53,3,71,"Come a little bit closer
Hear what I have to say

Just like children sleepin'
We could dream this night away

But there's a full moon risin'
Let's go dancin' in the light

We know where the music's playin'
Let's go out and feel the night

Because I'm still in love with you
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Drive,R.E.M.,alternative rock,1992,143,43,47,-12,23,24,271,18,3,62,"Smack, crack, bushwhacked
Tie another one to your racks, baby
Hey kids, rock and roll
Nobody tells you where to go, baby

What if I ride? What if you walk?
What if you rock around the clock?
Tick-tock, tick-tock
What if you did? What if you walk?
What if you tried to get off, baby?

Hey, kids, where are you?
Nobody tells you what to do, baby
Hey kids, shake a leg
Maybe you're crazy in the head, baby
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Remedy,The Black Crowes,album rock,1992,160,98,41,-4,8,35,323,0,5,56,"Baby, baby, why can't you sit still?
Who killed that bird out on your window sill?
Are you the reason that he broke his back?
Tell me, did I see you baby laugh about that?

If I come on like a dream?
Will you let me show you what I mean?
Will you let me come on inside?
Will you let it glide?

Can I have some remedy? (All I want is a remedy)
Remedy for me, please (for all of the things I really do need)
If I'd some remedy (ooh, I'd take another one)
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Out Of Space,The Prodigy,big beat,1992,147,87,64,-11,11,61,298,0,6,48,"I'll take your brain to another dimension

I'm gonna send him to outa space, to find another race
I'm gonna send him to outa space, to find another race
I'm gonna send him to outa space, to find another race
I'm gonna send him to outa space, to find another race
I'm gonna send him to outa space, to find another race
I'm gonna send him to outa space, to find another race
I'm gonna send him out of space, to find another race
I'm gonna send him to outa space, to find another race
I'm gonna send him to outa space, to find another race

I'll take your brain to another dimension
I'll take your brain to another dimension
I'll take your brain to another dimension
Pay close attention
I'll take your brain to another dimension
I'll take your brain to another dimension
I'll take your brain to another dimension
Pay close attention

I'll take your brain to another dimension
I'll take your brain to another dimension
I'll take your brain to another dimension
I'll take your brain to another dimension
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Find The River,R.E.M.,alternative rock,1992,145,44,42,-9,14,30,230,22,3,58,"Hey now, little speedyhead
The read on the speedmeter says
You have to go to task in the city
Where people drown and people serve
Don't be shy, you're just dessert
Is only just light years to go

Me, my thoughts are flower strewn
With ocean storm, bayberry moon
I have got to leave to find my way
Watch the road and memorize
This life that pass before my eyes
And nothing is going my way

The ocean is the river's goal
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
I Have Nothing,Whitney Houston,dance pop,1992,153,40,54,-10,16,24,289,58,4,73,"Share my life
Take me for what I am
'Cause I'll never change
All my colors for you

Take my love
I'll never ask for too much
Just all that you are
And everything that you do

I don't really need to look
Very much further
I don't wanna have to go
Where you don't follow

I won't hold it back again
This passion inside
Can't run from myself
There's nowhere to hide

But don't make me close one more door
I don't wanna hurt anymore
Stay in my arms if you dare
Or must I imagine you there?
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Rosalyn,Vitesse,nederpop,1992,102,51,49,-13,7,67,208,1,6,39,"Can't wait to see my girl
She's been travelling the world
Rosalyn wasn't out of my mind
I was thinking of her all the time

She's gone, I'm cool
I know she ain't no fool
For the one who's turning me on
I've got plenty of time hanging on

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Rooster,Alice In Chains,alternative metal,1992,144,55,27,-8,12,20,374,3,3,68,"Ain't found a way to kill me yet
Eyes burn with stinging sweat
Seems every path leads me to nowhere, hmm

Wife and kids and household pets
Army green was no safe bet
The bullets scream to me from somewhere, hmm

Here they come to snuff the rooster, ahh yeah
Yeah, here come the rooster, yeah!
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Keep The Faith,Bon Jovi,glam metal,1992,118,97,57,-4,8,57,347,0,5,58,"Mother, mother, tell your children
That their time has just begun
I have suffered for my anger
There are wars that can't be won

Father, father, please believe me
I am laying down my guns
I am broken like an arrow
Forgive me, forgive your wayward son

(Everybody needs somebody to love) mother, mother
(Everybody needs somebody to hate) please believe me
(Everybody's bitching 'cause they don't get enough)
And it's hard to hold on when there's no one to lean on

(Faith!) You know you're gonna live through the rain
Lord, we've gotta keep the faith
(Faith!) Don't you let your love turn to hate
Now we've gotta keep the faith

Keep the faith, keep the faith
Lord, we've gotta keep the faith

Tell me, baby, when I hurt you
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Proud Mary,Tina Turner,disco,1993,171,50,40,-11,11,37,327,8,7,66,"You know, every now and then
I think you might like to hear something from us
Nice and easy but there's just one thing
You see, we never ever do nothing nice and easy
We always do it nice and rough

So we're gonna take the beginning of this song and do it easy
Then we're gonna do the finish rough
This is the way we do 'Proud Mary'
And we're rolling, rolling, rolling on the river
Listen to the story

Left a good job in the city
Working for the man every night and day
And I never lost one minute of sleeping
Worrying 'bout the way that things might have been

Big wheel keep on turning
Proud Mary keep on burning
And we're rolling, rolling
Rolling on the river

Cleaned a lot of plates in Memphis
I pumped a lot of tane down in New Orleans
But I never saw the good side of the city
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Eagle - Short Version,ABBA,europop,1993,86,83,41,-8,17,65,263,0,3,41,"They came flying from far away
Now I'm under their spell
I love hearing the stories that they tell

They've seen places beyond my land
And they've found new horizons
They speak strangely but I understand

And I dream I'm an eagle
And I dream I can spread my wings

Flying high, high, I'm a bird in the sky
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Linger,The Cranberries,irish rock,1993,95,43,44,-15,14,20,275,8,3,75,"If you, if you could return
Don't let it burn, don't let it fade
I'm sure, I'm not being rude
But it's just your attitude
It's tearing me apart
Is ruining everything

I swore, I swore I would be true
And honey, so did you
So why were you holding her hand?
Is that the way we stand?
Were you lying all the time?
Was it just a game to you?

But I'm in so deep
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,album rock,1993,105,67,42,-6,41,30,316,62,9,59,"And I would do anything for love,
I'd run right into hell and back,
I would do anything for love,
I'll never lie to you and thats a fact.

But I'll never forget the way you feel right now
- Oh no - no way - I would do anything for love,
But I wont do that, I wont do that, anything for love,
I would do anything for love, I would do anything for love,
But I wont do that, I wont do that.

Some days it dont come easy,
Some days it dont come hard
Some days it dont come at all,
And these are the days that never end.

Some nights you breath fire,
Some nights your carved in ice,
Some nights your like nothing I've ever seen before, Or will again.

Maybe Im crazy, But it's crazy and it's true,
I know you can save me, No one else can save me now but you.

As long as the planets are turning,
As long as the stars are burning,
As long as your dreams are coming true - You better believe it! -

That I would do anything for love,
And I'll be there until the final act -
I would do anything for love!
And I'll take a Vow and Seal a pact -

But I'll never forgive myself if we dont go all the way - Tonight -
I would do anything for love!
I would do anything for love,
I would do anything for love,
But I wont do that, I wont do that...

I would do anything for love,
Anything you've been dreaming of,
But I just wont do that...

Some days I pray for Silence,
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Shape Of My Heart,Sting,permanent wave,1993,84,37,54,-10,8,24,279,69,3,72,"He deals the cards as a meditation
And those he plays never suspect
He doesn't play for the money he wins
He doesn't play for respect
He deals the crads to find the answer
The sacred geometry of chance
The hidden loaw of a probable outcome
The numbers lead a dance

I know that the spades are swords of a soldier
I know that the clubs are weapons of war
I know that diamonds mean money for this art
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
I Will Survive - Single Version,Gloria Gaynor,disco,1993,116,62,80,-13,32,64,199,2,5,60,"At first, I was afraid, I was petrified
Kept thinking I could never live without you by my side
But then I spent so many nights thinking how you did me wrong
And I grew strong, and I learned how to get along

And so you're back, from outer space
I just walked in to find you here with that sad look upon your face
I should have changed that stupid lock
I should have made you leave your key
If I'd known for just one second, you'd be back to bother me

Go on now, go, walk out the door
Just turn around now 'cause you're not welcome anymore
Weren't you the one who tried to hurt me with ""goodbye""?
You think I'd crumble?
You think I'd lay down and die?

Oh no, not I, I will survive
Oh, as long as I know how to love, I know I'll stay alive
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
