track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Lyrics
My Projects,Coo Coo Cal,spotify:track:6wG3PktG367TkEPvWe6DkY,0.803,0.955,6,-3.819,0,0.293,0.178,2.41e-05,0.593,0.814,95.289,200569,4,72.13797,10,1,"In my project (5x)

(Verse 1)
Dog my project is sweet 'n
But if you ain't from where I'm from, like some dog,
Don't come or you gettin beatin
Yeah we cheatin dog that's automatic
We greedy, plus we try'n be the needy dawg wit all the Cadillacs
Steal from the rich and give to the poor
We sell a few drugs bust a few slugs and pimp a few hoes
Don't let us find a bit a higgidy
Dog we turn them stiggidies
With shorties off in riggidies
So if you ain't from here or wit my guys
Don't even roll through playa cuz all the traffic gettin minimized
Cries for help cuz you got carjacked
Niggaz 'll roll for a minute then pass it to the hypes to sell the car back
And once she get it, it be stripped down
Thugs, they got your system and your dubs and want your grip now
Ya'll betta give a hood respect
Cuz it pay to play for a day up in my projects

(Chorus)
In my projects
My projects thick
In my projects everybody is rich
In my projects
My projects thick
Don't come to my projects if you ain't wit dis clique
In my projects
My projects thick
In my projects everybody is rich
In my projects
My projects thick
Don't come to my projects if you ain't wit me
...

******* This Lyrics is NOT for Commercial use *******"
Boulevard Of Broken Dreams,Green Day,spotify:track:5GorCbAP4aL0EJ16frG2hd,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333,4,50.03367,11,1,"I walk a lonely road
The only one that I have ever known
Don't know where it goes
But it's home to me and I walk alone

I walk this empty street
On the Boulevard of broken dreams
Where the city sleeps
And I'm the only one and I walk alone

I walk alone
I walk alone

I walk alone
I walk a...

My shadow's the only one that walks beside me
My shallow heart's the only thing that's beating
Sometimes I wish someone out there will find me
Till then I walk alone
...

******* This Lyrics is NOT for Commercial use *******"
Got Ur Self A...,Nas,spotify:track:09wQdd0JQbkp9yKfRfwhjG,0.699,0.869,11,-4.263,0,0.238,0.0118,0,0.0982,0.616,93.612,228627,4,28.28307,11,1,"Woke up this mornin' (Yeah)
You got yourself a gun (Yeah, yeah, yeah)
Got yourself a gun

Yo, I'm livin' in this time behind enemy lines
So, I got mine, I hope you (Got yourself a gun)
You from the hood, I hope you (Got yourself a gun)
You want beef, hope you (Got yourself a gun)
And when I see you, I'ma take what I want
So you tried to front, hope you (Got yourself a gun)
You ain't real, hope you (Got yourself a gun)

My first album had no famous guest appearances
The outcome, I'm crowned the best lyricist
Many years on this professional level
Why would you question who's better? The world is still mine
Tattoo's real, with ""God's Son"" across the belly, the boss of rap
You saw me in Belly with thoughts like that
To take it back to Africa, I did it with Biggie
Me and 2Pac were soldiers of the same struggle
You lames a huddle, your team's shook
Y'all feel the wrath of a killer, 'cause this is my football field
Throwin' passes from a barrel, shoulder pads, apparel
But the QB don't stand for no quarterback
Every word is like a sawed-off blast 'cause y'all all soft
And I'm the black hearse that came to haul y'all ass in
It's for the hood by the corner store
Many try, many die, come at Nas if you want a war, get it bloody!

I got mine, I hope you (Got yourself a gun)
You from the hood, I hope you (Got yourself a gun)
...

******* This Lyrics is NOT for Commercial use *******"
If You Don't Wanna Love Me,Tamar Braxton,spotify:track:7KNu81Nxp1EZyvZvkGBH4d,0.762,0.486,8,-5.295,1,0.0284,0.0144,0,0.0462,0.3,120.102,238307,4,46.85151,11,1,"I stopped by to see you
Just the other day
And I wanna say
That I finally realized
The words ""I love you"" don't mean a thing

It's so hard for me to see
Because you meant everything to me
But I guess I gotta move on
Even though it hurts, I gotta be strong

If you don't wanna love me, don't love me
Don't wanna touch me, don't touch me
'Cause I don't want you to do anything
That you don't want to do

And if you don't wanna miss me, don't miss me
Don't wanna kiss me, don't kiss me
'Cause I don't want you to do anything
That you don't wanna do, no

Who would've known
On the nights that you were hanging late
...

******* This Lyrics is NOT for Commercial use *******"
God Must Be Busy,Brooks & Dunn,spotify:track:3XREqhLzypw6NzrFg1RMsr,0.456,0.469,9,-7.688,1,0.0311,0.101,6.5e-05,0.317,0.272,78.513,231440,4,39.51247,12,1,"That anchor man
Says the fight began
Somewhere in the Middle East
The world prays for peace

There's a single mom
Just got laid off when she lost a job
To some foreign hands
In some faraway land

Last night in Oklahoma
Some twister took thirteen
And they're praying that they find
The missing three
God must be busy

That highway sign
Went from slow ahead
To traffic's dead
Thought it couldn't get worse
Than that Amber Alert

They say she's four
Colorado plates, headed out-of-state
In a Chevy van
...

******* This Lyrics is NOT for Commercial use *******"
Know Your Enemy,Green Day,spotify:track:5qtwzv99vOr5UTwnTixn7j,0.56,0.958,11,-3.245,1,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,190987,4,21.19747,7,1,"Do you know the enemy?
Do you know your enemy?
Well, gotta know the enemy, rah-eh

Do you know the enemy?
Do you know your enemy?
Well, gotta know the enemy, rah-eh

Do you know the enemy?
Do you know your enemy?
Well, gotta know the enemy, rah-eh

Violence is an energy
Against the enemy
Well, violence is an energy, rah-eh

Bringing on the fury
The choir infultry
Revolt against the honor to obey (oh-eh, oh-eh)

Overthrow the effigy
The vast majority
Well, burning down the foreman of control (oh-eh, oh-eh)

...

******* This Lyrics is NOT for Commercial use *******"
Midnite Queen,Brother Firetribe,spotify:track:3BSh5hU7RJUIz3TyRB0A25,0.408,0.725,0,-4.478,1,0.039,0.000633,1.02e-06,0.098,0.42,120.104,266560,4,55.97518,9,0,"Midnight queen, you're caught in between...

When the lights go down
In the middle of the night
And this city turns to jungle
And neon lights light up the night
That's when her blood begins to boil

Playing the game of touch and go
It's all in the name of rock 'n roll
Hot wired, looking for love
She takes you by surprise
And don't you know she is...

Midnight queen, she's so obscene
She puts your heart on a string, then she leaves
Midnight queen, you're caught in between
Caught between Heaven and Hell
...

******* This Lyrics is NOT for Commercial use *******"
Sunrise,Mandy Gonzalez,spotify:track:7ETCUCheWrp9y0k3zaoCNq,0.389,0.143,7,-14.065,1,0.0411,0.77,2.82e-05,0.136,0.13,113.01,248547,4,24.13219,12,0,"Are you ready to try again?
I think I'm ready
Okay, here we go. Esquina?
Corner
Tienda?
Store.
Bombilla?
Lightbulb!
You're sure?

I'm sure
Three out of three, you did alright
Well teach me a little more
Calor?
Heat
Anoche?
Last night
Dolor
Pain
That's right. Llamame
Call me
Azul
...

******* This Lyrics is NOT for Commercial use *******"
Pagan Fears,Mayhem,spotify:track:5VK78gf1jVg6PiwigE5M1r,0.124,0.992,5,-8.673,0,0.0649,3.12e-06,0.85,0.323,0.155,156.26,368133,4,42.53262,13,0,"The bloody history from the past
Deceased humans now forgotten
An age of legends and fear
A time now so distant

Less numbered as they were
...

******* This Lyrics is NOT for Commercial use *******"
Karma,Alicia Keys,spotify:track:588RGyR1f4Plc8nm7SrdCa,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0347,0.687,85.1,256000,4,44.66667,11,1,"Oh Oh Oh Oh
Oh Oh Oh
Oh Oh
Oh Oh Oh
Oh Oh
Oh Oh
Oh Oh
Oh Oh Oh Oh
Oh Oh Oh
Oh
Oh Oh Oh

Werent't you the one who said that you don't want me anymore
And how you need your space and give the keys back to your door
And how I cry and try and try to make you stay with me
But still you said the love was gone and that I had to leave

Now you
Talking about a family
Now you
Saying I complete your dream
Now you
Saying I'm your everything
Your confusing me, what your saying to me
Don't play with me, don't play with me cause

What goes around comes around
What goes up must come down
...

******* This Lyrics is NOT for Commercial use *******"
Anna-Molly,Incubus,spotify:track:0uLhNT7UIH3nZCCDZd3OBl,0.451,0.973,8,-2.611,1,0.0514,0.00428,7.36e-06,0.0924,0.628,151.885,225880,4,25.57921,12,1,"A cloud hangs over this city by the sea
I watch the ships pass and wonder if she might be
Out there and sober as well from loneliness
Please do persist girl, it's time we met and made a mess

I picture your face at the back of my eyes
A fire in the attic, a proof of the prize
Anna Molly, Anna Molly, Anna Molly

A cloud hangs over and mutes my happiness
A thousand ships couldn't sail me back from distress
Wish you were here, I'm a wounded satellite
I need you now, put me back together, make me right

...

******* This Lyrics is NOT for Commercial use *******"
It's My Life,No Doubt,spotify:track:2fOxxLz9JVe53itq6pfBak,0.606,0.75,8,-4.535,0,0.0306,0.00264,0.000788,0.321,0.771,126.316,225867,4,40.30652,7,1,"It's funny how I find myself
In love with you
If I could buy my reasoning
I'd pay to lose

One half won't do
And I've asked myself
How much do you
Commit yourself

Oh, It's my life
Don't you forget
It's my life
It never ends (it never ends)

Funny how I blind myself
...

******* This Lyrics is NOT for Commercial use *******"
Bind Torture Kill,Suffocation,spotify:track:7tMOs3uYmMQ10qz5fL4Aly,0.383,0.993,11,-6.09,1,0.153,9.15e-06,0.308,0.118,0.169,107.087,343533,4,45.4399,12,0,"Torture provokes to divorce sanity
Horror mummifies victims who plead
Suicide tempts the mind of the mortal, sickened with grief
Godless fate, perception of the lie, debilitate the weak
Upon the altar of sacrificial bliss

I'm damned to be disposed in perpetual fire
Dismantled youth, forced and shaped my being
Predestined fate nurtures the act of sinning
And drives me to blind torture kill

You judge my world
Your views have been mistaken
The sickness stems deeper than it seems
I bind to keep, torture one to strengthen
...

******* This Lyrics is NOT for Commercial use *******"
Don't Say You Love Me,M2M,spotify:track:65i1UPsUtPlEVzewEZR6sY,0.627,0.723,1,-6.241,0,0.0341,0.0141,3.66e-05,0.118,0.596,97.555,225200,4,39.96201,9,1,"Got introduced to you by a friend
You were cute and all that
Baby, you set the trend
Yes, you did, oh
The next thing I know we're down at the cinema
We're sitting there, you start kissing me
What's that about?

You're moving too fast
I don't understand you
I'm not ready yet
Baby, I can't pretend
No, I can't
The best I can do is tell you to talk to me
It's possible, eventual
Love will find a way
Love will find a way

Don't say you love me
You don't even know me
If you really want me
Then give me some time
Don't go there, baby
Not before I'm ready
Don't say your heart's in a hurry
It's not like we're gonna get married
Give me, give me some time

Here's how I play
...

******* This Lyrics is NOT for Commercial use *******"
Falling Snow,Agalloch,spotify:track:73vyulFUPAla99D1wUtMQo,0.184,0.987,10,-4.328,1,0.0736,7.32e-06,0.585,0.0859,0.166,131.129,578760,4,81.60846,15,0,"The water pours its embracing arms 'round the stone.
Decay drips from the unquiet void.
Where the ice forms,
Where life ends.

The stone is by the crimson blood, swallowed.
The red tide beyond the ebon wound, contorted.
My sacrifice bids farewell in this river of memory,
A wave to end all time.
...

******* This Lyrics is NOT for Commercial use *******"
Little Sister,Queens Of The Stone Age,spotify:track:0BqQWfhMrkpRAUCbdfdHUC,0.364,0.959,1,-2.956,1,0.0627,0.0113,0.000953,0.411,0.927,161.798,174027,4,74.39997,7,1,"Hey sister why you all alone?
I'm standing out your window
Hey little sister, can I come inside, dear?

I wanna show you all my love
I wanna be the only one
I know you like nobody ever, baby

...

******* This Lyrics is NOT for Commercial use *******"
Nothing Daunted (Gallow's Pole Rock n' Roll),Amoral,spotify:track:1xHtyirhFL7c8aDCS0CeYE,0.315,0.923,0,-5.701,1,0.0907,2.8e-05,0.0933,0.34,0.407,130.276,489013,4,42.84739,26,0,"Ticking, that insane sound
We dance to the running of hours
Programmed moments passing by
Tighten the knot around our time

Fortunes slipping, ignoring despair
Generations deny their collapse
Staring up the gallows pole
To one more sigh in relief

So silent the breath of a dead man
So silent we don't want to hear
Just grin back at fate when it's smiling
The headsman won't forget

Expectations constitute the failures
...

******* This Lyrics is NOT for Commercial use *******"
Nova Era (Live),Angra,spotify:track:00KzDibWxgd4pIJPNgN196,0.266,0.95,1,-6.908,1,0.0729,5.77e-06,3.64e-06,0.912,0.106,170.093,294773,4,37.66559,14,0,"Somehow I know
That things are gonna change
New boundaries on the way
Like never were before
Find a meaning to your life
Healing whispers of the angels
Bring the sunrise again

New day shines, fallen angels will arise
Nova Era brings the ashes back to life
All over now, all the pain and awful lies
Angels will arise
Hey

Fresh winds of hope
...

******* This Lyrics is NOT for Commercial use *******"
Grey Skies,Turquoise Days,spotify:track:2wlEhVv8g8fqZzD6jZxCMW,0.628,0.861,0,-5.43,1,0.0343,0.191,0.000295,0.149,0.926,148.18,258154,4,23.63381,13,0,"Don't expect me to make you smile
When I walk in through your door.
Some days I can't smile at all.
I could lose it all
I could lose it all
Grey skies
I can see those clouds again.
Don't wait around all day
I may never show my face.
...

******* This Lyrics is NOT for Commercial use *******"
